Myself,Tasks,Free,Mastery,Competent,Learn,Group,Talk,Care,Satisfied,Meaning,Stay,Ideas,Values,Understands,Encourages,Listens,Network,Friendly,Team,Appreciated,Responsibilities,Work,Impact,Strong,Drained,Frustrated,What year were you born in?,What is your gender?,Team Name,Survey Data,Well-being,Engagement,Autonomy,Belonging,Competence,Needs,Leadership,Management,Returns,Rewards,Status
4,5,4,4,4,5,5,4,5,4,4,5,5,5,4,5,4,3,4,5,5,3,3,5,6,4,3,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,3.7,4.6,4.3,4.7,4.0,4.4,4.3,4.0,4.0,3.0,5.0
4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,3,3,4,3,4,3,4,4,6,5,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,2.3,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5
4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,3,3,4,4,4,3,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,3.2,3.8,4.0,3.7,4.0,3.9,3.7,3.5,3.5,3.0,4.0
4,3,4,3,3,5,3,3,5,3,3,5,5,3,2,1,1,5,3,3,4,4,4,3,4,3,3,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,3.5,3.8,3.7,3.7,3.0,3.5,1.3,4.2,5.0,4.0,3.5
4,4,4,4,5,5,5,5,4,4,5,4,5,5,4,3,4,5,5,4,4,5,4,5,6,4,3,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,3.7,4.6,4.0,4.7,4.5,4.4,3.7,4.7,5.0,4.5,4.5
3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,4,4,5,4,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,2.8,3.2,3.3,3.3,3.0,3.2,3.3,3.2,3.0,3.0,3.5
5,5,4,5,5,5,4,2,4,4,4,4,5,4,3,3,4,3,4,3,3,4,4,5,7,2,2,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,4.5,4.2,4.7,3.3,5.0,4.2,3.3,4.0,4.0,4.0,4.0
1,5,5,5,5,5,5,5,1,5,5,4,4,5,5,4,5,4,4,5,1,5,5,3,6,3,4,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,3.7,4.6,3.7,3.7,5.0,4.0,4.7,3.8,4.5,5.0,2.0
4,4,2,4,4,4,4,4,2,4,5,4,5,4,2,1,1,4,4,4,4,4,4,5,6,3,3,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,3.9,4.4,3.3,3.3,4.0,3.5,1.3,4.2,4.0,4.0,4.5
5,4,5,3,2,5,4,5,5,3,5,3,4,4,5,5,5,2,5,1,2,4,4,4,3,4,4,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,2.8,3.8,4.7,4.7,2.5,4.1,5.0,3.5,3.5,4.0,3.0
5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,4,4,5,6,3,2,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,4.1,5.0,5.0,5.0,4.5,4.9,4.7,4.7,5.0,4.0,5.0
5,4,5,3,3,5,4,5,5,4,5,5,3,5,5,5,5,2,5,4,4,2,3,4,5,4,4,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,3.2,4.4,4.7,4.7,3.0,4.2,5.0,3.3,3.5,2.5,4.0
4,4,4,4,5,5,4,4,4,4,4,5,5,5,4,2,4,4,5,4,5,4,4,5,5,3,3,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,3.7,4.6,4.0,4.0,4.5,4.1,3.3,4.5,4.5,4.0,5.0
4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,6,3,4,,,Motiro Leadership Program,2024-03-18 10:28:55.176000,3.7,5.0,4.7,4.3,5.0,4.6,5.0,5.0,5.0,5.0,5.0
5,4,4,4,4,5,5,5,4,4,5,4,5,5,3,4,3,5,5,4,5,3,3,4,5,5,4,,,Gabinete Nacional de Juventude,2024-03-18 14:45:14.626000,3.0,4.6,4.3,4.7,4.0,4.4,3.3,4.2,5.0,3.0,4.5
4,4,4,5,5,4,4,4,4,4,3,3,4,4,3,4,4,4,5,2,3,3,3,4,6,3,3,,,Gabinete Nacional de Juventude,2024-03-18 14:45:14.626000,3.9,3.6,4.0,4.0,5.0,4.2,3.7,3.5,4.0,3.0,3.5
4,4,4,4,4,5,4,4,5,4,5,5,5,4,4,4,4,4,5,2,4,4,4,4,5,5,4,,,Gabinete Nacional de Juventude,2024-03-18 14:45:14.626000,3.0,4.6,4.0,4.3,4.0,4.1,4.0,4.2,4.5,4.0,4.0
4,4,5,4,4,3,3,4,3,4,3,3,4,3,4,5,4,3,4,3,5,3,3,4,6,4,4,,,The Bahamas Red Cross,2024-03-20 13:46:52.795000,3.5,3.4,4.3,3.3,4.0,3.9,4.3,3.5,3.0,3.0,4.5
5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,7,3,2,,,The Bahamas Red Cross,2024-03-20 13:46:52.795000,4.3,5.0,5.0,5.0,4.0,4.8,5.0,4.8,4.5,5.0,5.0
5,5,5,4,5,4,5,4,5,3,4,3,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,,,Test Again,2024-03-26 18:01:52.199000,3.0,3.4,5.0,4.7,4.5,4.8,3.7,3.7,3.5,3.5,4.0
5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,3,5,5,2,4,4,4,4,6,4,4,,,SRK Learning Organization,2024-04-11 12:10:55.207000,3.5,5.0,5.0,4.7,5.0,4.9,3.0,4.3,5.0,4.0,4.0
4,4,4,3,4,3,3,3,3,3,4,3,4,3,3,3,2,5,5,4,3,3,4,4,5,4,4,,,SRK Learning Organization,2024-04-11 12:10:55.207000,3.2,3.4,4.0,3.0,3.5,3.5,2.7,3.7,4.0,3.5,3.5
4,3,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,4,3,2,3,4,4,4,,,SRK Learning Organization,2024-04-11 12:10:55.207000,3.0,3.6,3.7,4.0,4.0,3.9,3.7,3.2,3.5,2.5,3.5
4,4,5,4,4,4,5,4,4,5,4,4,5,3,4,4,4,3,4,1,3,3,4,4,4,4,1,,,SRK Learning Organization,2024-04-11 12:10:55.207000,3.7,4.2,4.3,4.3,4.0,4.2,4.0,3.5,3.5,3.5,3.5
5,3,5,3,3,4,4,3,5,4,3,4,4,3,4,4,4,3,5,2,3,3,3,3,4,2,4,,,SRK Learning Organization,2024-04-11 12:10:55.207000,3.5,3.6,4.3,4.0,3.0,3.9,4.0,3.2,3.5,3.0,3.0
4,4,4,4,4,3,2,3,2,3,2,5,5,3,5,5,5,3,4,3,2,2,1,2,4,5,4,,,SRK Learning Organization,2024-04-11 12:10:55.207000,2.8,3.6,4.0,2.3,4.0,3.4,5.0,2.2,3.0,1.5,2.0
4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,5,2,3,3,3,4,5,4,4,,,SRK Learning Organization,2024-04-11 12:10:55.207000,3.2,3.4,4.0,3.0,4.0,3.6,4.0,3.2,3.0,3.0,3.5
5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,4,5,1,4,5,5,5,6,2,1,,,SRK Learning Organization,2024-04-11 12:10:55.207000,4.5,4.6,5.0,4.7,5.0,4.9,5.0,4.7,4.5,5.0,4.5
4,3,4,4,4,5,4,4,5,3,4,4,5,4,4,5,5,4,5,1,4,3,4,4,5,5,5,,,SRK Learning Organization,2024-04-11 12:10:55.207000,2.8,4.0,3.7,4.3,4.0,4.0,4.7,4.0,4.5,3.5,4.0
5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,4,5,7,1,1,,,SRK Learning Organization,2024-04-11 12:10:55.207000,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.3,4.0,4.0,5.0
5,4,5,5,4,3,2,3,4,4,3,3,4,3,4,2,3,3,5,3,4,4,4,4,4,2,2,,,SRK Learning Organization,2024-04-11 12:10:55.207000,3.9,3.4,4.7,3.0,4.5,4.0,3.0,3.7,3.0,4.0,4.0
5,4,5,4,4,4,5,5,4,5,4,5,5,5,4,5,5,5,5,1,5,2,3,5,5,2,2,,,SRK Learning Organization,2024-04-11 12:10:55.207000,4.1,4.8,4.7,4.7,4.0,4.5,4.7,4.0,4.5,2.5,5.0
5,5,3,4,5,3,4,5,3,5,5,5,4,3,3,3,3,3,5,3,3,4,3,3,7,1,3,,,SRK Learning Organization,2024-04-11 12:10:55.207000,4.5,4.4,4.3,4.0,4.5,4.2,3.0,3.2,3.0,3.5,3.0
4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,4,1,4,5,5,5,6,3,2,,,OD Department,2024-04-16 13:11:07.979000,4.1,4.8,4.7,4.7,5.0,4.8,4.3,4.8,5.0,5.0,4.5
4,4,3,3,3,5,4,4,4,4,3,4,4,3,4,4,3,4,3,2,4,4,4,3,4,4,3,,,OD Department Heads,2024-04-18 08:09:46.610000,3.2,3.6,3.7,4.0,3.0,3.6,3.7,4.0,4.5,4.0,3.5
4,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,3,4,4,2,4,3,3,4,5,3,2,,,OD Department Heads,2024-04-18 08:09:46.610000,3.9,3.8,3.7,3.7,3.5,3.6,3.7,3.5,3.5,3.0,4.0
5,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,3,3,4,5,3,3,,,OD Department Heads,2024-04-18 08:09:46.610000,3.7,4.2,4.3,4.0,3.5,4.0,4.0,3.7,4.0,3.0,4.0
4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,5,4,2,4,5,5,5,5,3,2,,,OD Department Heads,2024-04-18 08:09:46.610000,3.9,4.8,4.7,4.7,5.0,4.8,4.0,4.8,5.0,5.0,4.5
3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,5,3,,,Interregional Specialists,2024-04-26 13:29:00.395000,3.0,3.8,3.0,3.3,3.5,3.2,3.3,3.5,3.5,3.0,4.0
5,5,5,5,4,5,5,4,4,5,5,5,5,4,4,4,3,5,3,3,3,4,3,5,5,4,2,,,Interregional Specialists,2024-04-26 13:29:00.395000,3.7,4.8,5.0,4.3,4.5,4.6,3.7,4.2,5.0,3.5,4.0
4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,4,3,3,4,5,5,4,,,Interregional Specialists,2024-04-26 13:29:00.395000,3.0,3.8,4.0,3.7,4.0,3.9,4.0,3.5,3.5,3.0,4.0
4,3,4,5,3,3,3,3,2,4,4,3,4,3,4,4,4,3,3,5,4,1,2,5,5,6,3,,,Interregional Specialists,2024-04-26 13:29:00.395000,3.0,3.6,3.7,2.7,4.0,3.4,4.0,3.0,3.0,1.5,4.5
5,3,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,6,4,2,,,Interregional Specialists,2024-04-26 13:29:00.395000,3.9,5.0,4.3,4.7,4.0,4.4,5.0,5.0,5.0,5.0,5.0
3,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,4,4,4,4,3,3,2,5,4,4,3,,,Interregional Specialists,2024-04-26 13:29:00.395000,3.2,3.4,3.7,3.0,4.0,3.5,3.3,3.5,4.0,2.5,4.0
4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,5,3,1,,,Interregional Specialists,2024-04-26 13:29:00.395000,4.1,5.0,4.3,5.0,4.0,4.5,5.0,4.3,5.0,3.0,5.0
4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,7,5,4,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,4.0,3.7,4.0,4.0,3.9,4.0,3.5,4.0,2.5,4.0
5,4,5,4,5,5,5,5,4,4,5,5,5,4,4,4,4,5,4,3,4,3,3,5,6,3,1,,,Regional Specialists,2024-05-03 15:13:52.686000,4.3,4.6,4.7,4.7,4.5,4.6,4.0,4.2,5.0,3.0,4.5
5,3,5,5,5,5,5,5,4,4,4,2,5,5,4,1,1,5,2,5,5,2,4,5,4,7,5,,,Regional Specialists,2024-05-03 15:13:52.686000,2.1,4.0,4.3,4.7,5.0,4.6,2.0,4.3,5.0,3.0,5.0
4,4,5,4,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,4,5,4,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,4.2,4.3,5.0,3.5,4.4,4.0,3.7,4.5,3.0,3.5
3,3,4,4,4,4,3,3,3,4,4,4,5,4,4,3,4,4,4,3,4,2,2,3,4,4,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.2,4.2,3.3,3.0,4.0,3.4,3.7,3.2,4.0,2.0,3.5
4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,4.0,4.0,3.7,3.5,3.8,4.0,4.0,4.0,4.0,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,6,3,1,,,Regional Specialists,2024-05-03 15:13:52.686000,4.3,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.0,4.0
4,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,2,4,1,3,5,7,5,2,,,Regional Specialists,2024-05-03 15:13:52.686000,3.9,4.8,4.3,4.7,5.0,4.6,5.0,3.8,5.0,2.0,4.5
4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,2,1,,,Regional Specialists,2024-05-03 15:13:52.686000,4.3,4.0,4.0,4.0,3.5,3.9,4.0,4.2,4.0,4.0,4.5
3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,3,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,4.0,3.7,3.7,4.0,3.8,4.0,3.5,3.5,3.0,4.0
5,4,5,5,4,4,5,5,5,4,4,4,5,4,5,4,4,5,5,3,3,1,3,5,7,3,3,,,Regional Specialists,2024-05-03 15:13:52.686000,4.1,4.2,4.7,5.0,4.5,4.8,4.3,3.5,4.5,2.0,4.0
5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,7,2,1,,,Regional Specialists,2024-05-03 15:13:52.686000,4.8,5.0,4.7,5.0,4.0,4.6,5.0,5.0,5.0,5.0,5.0
3,3,3,3,2,5,4,3,3,4,4,3,4,4,3,3,3,4,4,3,4,4,4,4,6,2,2,,,Regional Specialists,2024-05-03 15:13:52.686000,4.3,3.8,3.0,3.3,2.5,3.0,3.0,4.2,4.5,4.0,4.0
4,3,4,5,5,4,4,4,4,4,5,4,5,4,4,4,3,4,4,3,4,3,3,4,5,2,1,,,Regional Specialists,2024-05-03 15:13:52.686000,4.3,4.4,3.7,4.0,5.0,4.1,3.7,3.7,4.0,3.0,4.0
5,4,3,4,3,5,4,4,4,4,4,5,4,5,3,3,3,5,4,3,3,5,4,4,5,4,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,4.4,4.0,4.0,3.5,3.9,3.0,4.3,5.0,4.5,3.5
4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,3.8,4.0,4.0,4.0,4.0,4.0,3.8,4.0,4.0,3.5
4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,4.0,3.7,3.7,3.5,3.6,3.3,4.0,4.0,4.0,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,3,2,,,Regional Specialists,2024-05-03 15:13:52.686000,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5,4,4,4,3,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,6,3,2,,,Regional Specialists,2024-05-03 15:13:52.686000,4.1,3.8,4.3,4.0,3.5,4.0,4.0,3.8,4.5,3.0,4.0
4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,3,4,3,4,4,5,4,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,4.2,4.0,4.0,4.0,4.0,4.0,4.0,4.5,3.5,4.0
4,4,4,4,4,5,4,3,4,4,5,4,5,4,4,3,5,4,4,4,4,3,4,4,4,4,2,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,4.4,4.0,3.7,4.0,3.9,4.0,4.0,4.5,3.5,4.0
4,4,4,4,4,4,4,4,3,4,4,5,5,4,3,4,4,4,4,3,4,2,3,4,4,4,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.2,4.4,4.0,3.7,4.0,3.9,3.7,3.5,4.0,2.5,4.0
5,3,5,3,4,4,4,4,4,4,4,4,5,3,3,3,4,4,4,3,3,3,3,4,4,6,6,,,Regional Specialists,2024-05-03 15:13:52.686000,2.1,4.0,4.3,4.0,3.5,4.0,3.3,3.5,4.0,3.0,3.5
3,3,3,4,4,5,4,3,4,4,4,4,4,3,4,4,4,5,3,2,3,2,3,4,3,6,2,,,Regional Specialists,2024-05-03 15:13:52.686000,2.8,3.8,3.0,3.7,4.0,3.5,4.0,3.7,5.0,2.5,3.5
4,4,4,4,5,5,5,4,3,4,5,4,5,5,4,3,4,4,4,3,4,3,3,5,5,5,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.2,4.6,4.0,4.0,4.5,4.1,3.7,4.0,4.5,3.0,4.5
5,4,4,4,4,4,3,4,3,4,4,4,5,4,3,3,4,4,4,3,4,4,3,4,6,6,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.2,4.2,4.3,3.3,4.0,3.9,3.3,3.8,4.0,3.5,4.0
4,4,4,4,4,5,4,4,3,4,5,4,5,4,4,4,4,4,4,3,4,3,3,4,5,4,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,4.4,4.0,3.7,4.0,3.9,4.0,3.8,4.5,3.0,4.0
4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,3,4,3,4,4,4,4,5,3,2,,,Regional Specialists,2024-05-03 15:13:52.686000,3.9,4.2,4.0,4.0,3.5,3.9,4.0,3.8,3.5,4.0,4.0
4,4,4,4,4,5,5,4,4,5,5,5,4,4,5,5,4,5,5,2,5,4,4,5,6,3,1,,,Regional Specialists,2024-05-03 15:13:52.686000,4.3,4.6,4.0,4.3,4.0,4.1,4.7,4.7,5.0,4.0,5.0
5,4,4,5,5,4,5,4,5,5,4,4,5,3,4,4,4,5,4,3,4,4,4,4,5,3,2,,,Regional Specialists,2024-05-03 15:13:52.686000,3.9,4.2,4.3,4.7,5.0,4.6,4.0,4.2,4.5,4.0,4.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,4,5,6,3,1,,,Regional Specialists,2024-05-03 15:13:52.686000,4.3,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,3.5,5.0
5,4,4,4,4,4,4,3,4,4,4,4,4,4,5,2,4,4,4,3,4,3,4,4,5,4,2,,,Regional Specialists,2024-05-03 15:13:52.686000,3.7,4.0,4.3,3.7,4.0,4.0,3.7,3.8,4.0,3.5,4.0
3,3,3,4,4,4,4,2,3,4,5,3,4,4,3,3,2,3,3,3,3,2,4,4,4,5,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.0,4.0,3.0,3.0,4.0,3.2,2.7,3.3,3.5,3.0,3.5
2,2,3,2,2,4,2,2,3,2,4,3,3,3,3,4,3,4,4,3,4,4,4,4,3,6,5,,,Regional Specialists,2024-05-03 15:13:52.686000,2.1,3.0,2.3,2.3,2.0,2.2,3.3,4.0,4.0,4.0,4.0
4,2,4,3,4,2,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,1,2,4,4,5,2,,,Regional Specialists,2024-05-03 15:13:52.686000,3.2,3.6,3.3,4.0,3.5,3.6,3.7,2.7,3.0,1.5,3.5
4,4,4,3,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,5,4,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,3.6,4.0,3.7,3.0,3.6,3.7,3.5,3.5,3.5,3.5
5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,5,5,4,5,3,5,5,5,5,6,2,1,,,Regional Specialists,2024-05-03 15:13:52.686000,4.5,4.6,5.0,5.0,4.5,4.9,4.7,4.8,4.5,5.0,5.0
2,3,3,3,3,3,2,2,3,3,4,4,3,4,4,4,4,3,4,4,3,3,3,4,4,4,4,,,Regional Specialists,2024-05-03 15:13:52.686000,3.0,3.6,2.7,2.3,3.0,2.6,4.0,3.2,3.0,3.0,3.5
3,3,4,3,3,4,4,3,3,3,5,3,4,3,3,4,3,5,4,3,3,3,4,4,5,2,2,,,Regional Specialists,2024-05-03 15:13:52.686000,4.1,3.6,3.3,3.3,3.0,3.2,3.3,3.8,4.5,3.5,3.5
4,4,5,4,4,4,5,4,4,4,4,3,4,4,4,4,4,3,4,2,4,2,3,4,6,3,2,,,Regional Specialists,2024-05-03 15:13:52.686000,4.1,3.8,4.3,4.3,4.0,4.2,4.0,3.3,3.5,2.5,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,3,3,4,5,4,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,3.8,4.0,4.0,4.0,4.0,3.7,3.3,3.5,3.0,3.5
3,4,4,3,3,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.2,4.6,3.7,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0
4,4,4,4,4,4,4,3,3,4,5,4,5,3,4,4,4,3,3,3,3,4,4,4,5,3,2,,,Regional Specialists,2024-05-03 15:13:52.686000,3.9,4.2,4.0,3.3,4.0,3.8,4.0,3.7,3.5,4.0,3.5
5,5,5,5,5,5,5,5,4,4,4,5,5,4,5,5,5,4,5,2,4,3,3,5,6,3,2,,,Regional Specialists,2024-05-03 15:13:52.686000,4.1,4.4,5.0,4.7,5.0,4.9,5.0,4.0,4.5,3.0,4.5
3,3,3,4,4,3,3,3,3,4,4,4,3,3,4,4,4,3,4,3,3,4,4,3,4,3,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.5,3.6,3.0,3.0,4.0,3.2,4.0,3.3,3.0,4.0,3.0
5,5,5,5,5,5,5,4,4,5,4,5,4,4,5,5,5,4,4,2,4,4,5,4,5,3,3,,,Regional Specialists,2024-05-03 15:13:52.686000,3.7,4.4,5.0,4.3,5.0,4.8,5.0,4.3,4.5,4.5,4.0
5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,2,4,4,4,4,6,2,3,,,Regional Specialists,2024-05-03 15:13:52.686000,4.1,5.0,5.0,5.0,4.0,4.8,4.7,4.3,5.0,4.0,4.0
4,3,4,3,4,5,5,5,4,3,5,4,4,4,4,4,4,4,4,3,3,2,3,4,4,5,3,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.0,4.0,3.7,4.7,3.5,4.0,4.0,3.5,4.5,2.5,3.5
3,4,3,4,4,5,4,3,3,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,5,4,,,Rehab&support dept,2024-05-14 06:59:21.102000,2.8,4.0,3.3,3.3,4.0,3.5,3.3,3.5,4.0,3.0,3.5
4,5,5,4,4,5,5,3,4,5,5,5,3,3,5,5,4,3,5,3,3,5,5,5,5,3,1,,,Rehab&support dept,2024-05-14 06:59:21.102000,4.1,4.2,4.7,4.0,4.0,4.2,4.7,4.3,4.0,5.0,4.0
4,5,4,5,4,4,5,4,4,5,4,3,4,5,4,4,4,4,5,4,4,4,4,5,6,3,2,,,Rehab&support dept,2024-05-14 06:59:21.102000,4.1,4.2,4.3,4.3,4.5,4.4,4.0,4.2,4.0,4.0,4.5
3,4,4,5,5,3,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,3,3,5,5,4,3,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.5,4.4,3.7,4.0,5.0,4.1,4.3,3.8,4.0,3.0,4.5
4,3,3,4,4,5,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,5,4,4,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.2,4.0,3.3,3.0,4.0,3.4,3.7,4.0,4.5,4.0,3.5
5,4,4,4,5,5,4,4,4,4,5,3,5,5,3,4,3,4,5,4,4,3,4,5,5,4,3,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.5,4.4,4.3,4.0,4.5,4.2,3.3,4.2,4.5,3.5,4.5
5,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,2,4,3,3,4,5,3,3,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.7,4.4,4.3,4.0,4.0,4.1,5.0,3.8,4.5,3.0,4.0
5,3,5,5,5,4,3,5,5,4,4,4,5,4,5,5,5,4,4,2,3,2,2,5,4,4,4,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.0,4.2,4.3,4.3,5.0,4.5,5.0,3.3,4.0,2.0,4.0
4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,3,3,4,5,3,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.0,4.0,3.7,4.0,4.0,3.9,3.3,3.5,4.0,3.5,3.0
3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,2,3,2,3,4,4,2,2,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.9,4.0,3.0,4.0,4.0,3.6,4.0,3.2,3.5,2.5,3.5
4,3,3,4,4,5,4,4,5,4,3,4,3,4,4,3,4,4,4,2,4,4,3,5,5,4,3,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.5,3.6,3.3,4.3,4.0,3.9,3.7,4.2,4.5,3.5,4.5
4,5,4,4,4,5,5,5,5,5,4,5,4,5,4,4,4,3,4,3,4,4,3,5,5,5,3,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.2,4.6,4.3,5.0,4.0,4.5,4.0,4.0,4.0,3.5,4.5
4,4,4,4,3,5,4,4,3,3,4,2,4,3,4,3,4,4,4,3,3,3,3,3,3,6,5,,,Rehab&support dept,2024-05-14 06:59:21.102000,2.1,3.2,4.0,3.7,3.5,3.8,3.7,3.5,4.5,3.0,3.0
4,5,5,4,4,5,4,4,5,4,4,4,5,4,5,5,4,5,5,2,4,4,4,5,5,4,2,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.7,4.2,4.7,4.3,4.0,4.4,4.7,4.5,5.0,4.0,4.5
4,3,4,4,3,5,4,4,4,4,4,3,4,4,4,3,4,5,5,4,5,3,3,5,5,4,4,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.2,3.8,3.7,4.0,3.5,3.8,3.7,4.3,5.0,3.0,5.0
4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,5,3,2,,,Rehab&support dept,2024-05-14 06:59:21.102000,3.9,3.8,4.0,3.7,4.0,3.9,4.0,3.7,4.0,3.5,3.5
3,4,4,2,4,5,4,3,3,4,5,5,4,4,5,5,5,3,5,4,4,4,4,5,4,4,5,,,Rehab&support dept,2024-05-14 06:59:21.102000,2.8,4.4,3.7,3.3,3.0,3.4,5.0,4.2,4.0,4.0,4.5
